ID,Price,Housing Type,Size,Note,Provider Type,Address,Rent Price Info,Listing Date
1077386,1800,Wohnung,28,1 Schlafzimmer,Vermietungsunternehmen,Bänschstraße,(Nebenkosten inklusive),29. Mai
915291,795,WG-Zimmer,18,2  Mitbewohner(innen),Co-living,Leibnizstraße,(Nebenkosten inklusive),1. Aug.
1449035,1800,Wohnung,50,2 Schlafzimmer,Vermietungsunternehmen,Hechelstraße,(Nebenkosten inklusive),18. Aug.
1520285,1850,Studio,44,Max. 2 Personen,Privater Vermieter,Kuglerstraße,(Nebenkosten inklusive),29. Mai
1489278,810,WG-Zimmer,18,2  Mitbewohner(innen),Vermietungsunternehmen,Zeitzer Straße,(Nebenkosten inklusive),29. Mai
1447059,810,WG-Zimmer,20,2  Mitbewohner(innen),Vermietungsunternehmen,Sonnenallee,(Nebenkosten inklusive),29. Mai
1512504,630,WG-Zimmer,10,10  Mitbewohner(innen),Vermietungsunternehmen,Winckelmannstraße,(Nebenkosten inklusive),29. Mai
1082677,1035,WG-Zimmer,13,4  Mitbewohner(innen),Vermietungsunternehmen,Stephanstraße,(Nebenkosten inklusive),29. Mai
999242,1590,Wohnung,58,1 Schlafzimmer,Vermietungsunternehmen,Stephanstraße,(Nebenkosten inklusive),29. Mai
1476264,1035,WG-Zimmer,12,3  Mitbewohner(innen),Vermietungsunternehmen,Kollwitzstraße,(Nebenkosten inklusive),4. Aug.
1427145,1658,Wohnung,55,1 Schlafzimmer,Vermietungsunternehmen,Weinbergsweg,(Nebenkosten exklusive),1. Sept.
1118007,600,WG-Zimmer,12,2  Mitbewohner(innen),Studentenwohnungen,Grunewaldstraße,(Nebenkosten inklusive),29. Mai
868480,675,WG-Zimmer,12,4  Mitbewohner(innen),Studentenwohnungen,Lübbener Straße,(Nebenkosten inklusive),1. Juni
1514957,1045,WG-Zimmer,18,3  Mitbewohner(innen),Vermietungsunternehmen,Otto-Suhr-Allee,(Nebenkosten inklusive),18. Juli
1459993,1450,Wohnung,47,1 Schlafzimmer,Privater Vermieter,Kurstraße,(Nebenkosten inklusive),1. Aug.
1118521,1900,Wohnung,69,1 Schlafzimmer,Co-living,Markgrafendamm,(Nebenkosten inklusive),1. Aug.
1044170,1900,Wohnung,67,1 Schlafzimmer,Vermietungsunternehmen,Nürnberger Straße,(Nebenkosten inklusive),1. Aug.
1041815,675,WG-Zimmer,9,4  Mitbewohner(innen),Vermietungsunternehmen,Bornholmer Straße,(Nebenkosten inklusive),24. Juli
1115663,1490,Studio,24,Max. 2 Personen,Vermietungsunternehmen,Brunnenstraße,(Nebenkosten inklusive),31. Juli
840658,710,WG-Zimmer,10,7  Mitbewohner(innen),Vermietungsunternehmen,Lübbener Straße,(Nebenkosten inklusive),1. Aug.
1147981,690,WG-Zimmer,13,3  Mitbewohner(innen),Vermietungsunternehmen,Reginhardstraße,(Nebenkosten inklusive),1. Sept.
1121528,1800,Wohnung,50,2 Schlafzimmer,Vermietungsunternehmen,Sansibarstraße,(Nebenkosten inklusive),29. Mai
753547,1300,Wohnung,35,1 Schlafzimmer,Vermietungsunternehmen,Wilmsstraße,(Nebenkosten inklusive),29. Mai
712085,1300,Wohnung,35,1 Schlafzimmer,Vermietungsunternehmen,Böckhstraße,(Nebenkosten inklusive),1. Sept.
511416,1300,Wohnung,35,1 Schlafzimmer,Vermietungsunternehmen,Böckhstraße,(Nebenkosten inklusive),1. Sept.
1403191,749,WG-Zimmer,9,3  Mitbewohner(innen),Vermietungsunternehmen,Holteistraße,(Nebenkosten inklusive),5. Juli
1039029,650,WG-Zimmer,8,3  Mitbewohner(innen),Vermietungsunternehmen,Wrangelstraße,(Nebenkosten inklusive),9. Juli
1512315,1275,Wohnung,20,1 Schlafzimmer,Vermietungsunternehmen,Ingrid-Reschke-Straße,(Nebenkosten inklusive),19. Juli
1522121,798,WG-Zimmer,12,5  Mitbewohner(innen),Vermietungsunternehmen,Rathenaustraße,(Nebenkosten inklusive),1. Aug.
1461208,650,WG-Zimmer,9,5  Mitbewohner(innen),Vermietungsunternehmen,Sterndamm,(Nebenkosten inklusive),1. Aug.
1257950,750,WG-Zimmer,20,5  Mitbewohner(innen),Vermietungsunternehmen,Warschauer Straße,(Nebenkosten inklusive),1. Aug.
1188398,650,WG-Zimmer,8,3  Mitbewohner(innen),Vermietungsunternehmen,Hainstraße,(Nebenkosten inklusive),1. Aug.
1127246,1550,Wohnung,50,1 Schlafzimmer,Privater Vermieter,Crusemarkstraße,(Nebenkosten inklusive),1. Aug.
1139307,1450,Studio,40,Max. 2 Personen,Vermietungsunternehmen,Frankfurter Allee,(Nebenkosten inklusive),1. Okt.
915308,850,WG-Zimmer,16,2  Mitbewohner(innen),Co-living,Bismarckstraße,(Nebenkosten inklusive),1. Juli
1469610,695,WG-Zimmer,13,4  Mitbewohner(innen),Vermietungsunternehmen,Pintschstraße,(Nebenkosten inklusive),4. Juli
1513212,649,WG-Zimmer,23,1 Mitbewohner(in),Privater Vermieter,Trachtenbrodtstraße,(Nebenkosten inklusive),15. Juli
1459030,1003,WG-Zimmer,16,1 Mitbewohner(in),Vermietungsunternehmen,Togostraße,(Nebenkosten inklusive),19. Juli
1007254,690,WG-Zimmer,11,4  Mitbewohner(innen),Vermietungsunternehmen,Rheinstraße,(Nebenkosten inklusive),16. Aug.
1463001,1490,Studio,30,Max. 2 Personen,Privater Vermieter,Spandauer Damm,(Nebenkosten inklusive),29. Mai
1411775,1250,WG-Zimmer,19,4  Mitbewohner(innen),Vermietungsunternehmen,Ifflandstraße,(Nebenkosten inklusive),29. Mai
1226046,1590,Studio,30,Max. 2 Personen,Vermietungsunternehmen,Am Flughafen,(Nebenkosten inklusive),10. Juni
1040337,1290,Wohnung,36,1 Schlafzimmer,Vermietungsunternehmen,Korsörer Straße,(Nebenkosten inklusive),24. Juli
1519036,1010,WG-Zimmer,17,3  Mitbewohner(innen),Vermietungsunternehmen,Treuchtlinger Straße,(Nebenkosten inklusive),4. Aug.
1455024,727,WG-Zimmer,11,3  Mitbewohner(innen),Vermietungsunternehmen,Hüttenroder Weg,(Nebenkosten inklusive),4. Aug.
1453493,932,WG-Zimmer,15,2  Mitbewohner(innen),Vermietungsunternehmen,Wedekindstraße,(Nebenkosten inklusive),4. Aug.
1477897,1650,Wohnung,61,1 Schlafzimmer,Privater Vermieter,Jagowstraße,(Nebenkosten inklusive),1. Sept.
1485489,2420,Wohnung,75,1 Schlafzimmer,Vermietungsunternehmen,Friesickestraße,(Nebenkosten inklusive),1. Okt.
1317898,750,WG-Zimmer,17,2  Mitbewohner(innen),Vermietungsunternehmen,Glockenturmstraße,(Nebenkosten inklusive),29. Mai
516186,1350,Wohnung,35,1 Schlafzimmer,Vermietungsunternehmen,Mittenwalder Straße,(Nebenkosten inklusive),1. Sept.
1492272,1350,Studio,25,Max. 2 Personen,Vermietungsunternehmen,Markgrafendamm,(Nebenkosten inklusive),6. Sept.
517332,1350,Wohnung,35,1 Schlafzimmer,Vermietungsunternehmen,Jansastraße,(Nebenkosten inklusive),1. Okt.
1491634,1350,Studio,25,Max. 2 Personen,Vermietungsunternehmen,Markgrafendamm,(Nebenkosten inklusive),7. Okt.
1517708,1100,WG-Zimmer,14,1 Mitbewohner(in),Privater Vermieter,Bornstedter Straße,(Nebenkosten inklusive),29. Mai
1385072,1100,WG-Zimmer,26,3  Mitbewohner(innen),Vermietungsunternehmen,Bredowstraße,(Nebenkosten inklusive),29. Mai
1263358,1700,Wohnung,70,2 Schlafzimmer,Vermietungsunternehmen,Mariendorfer Damm,(Nebenkosten inklusive),1. Juni
1191965,1690,Wohnung,51,1 Schlafzimmer,Vermietungsunternehmen,Goethestraße,(Nebenkosten inklusive),5. Juni
868746,650,WG-Zimmer,12,4  Mitbewohner(innen),Studentenwohnungen,Lübbener Straße,(Nebenkosten inklusive),1. Juni
868487,650,WG-Zimmer,12,4  Mitbewohner(innen),Studentenwohnungen,Lübbener Straße,(Nebenkosten inklusive),1. Juni
1330731,1950,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Prinzenallee,(Nebenkosten inklusive),16. Juni
1330603,1950,Wohnung,35,1 Schlafzimmer,Vermietungsunternehmen,Prinzenallee,(Nebenkosten inklusive),30. Juni
1330325,1950,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Prinzenallee,(Nebenkosten inklusive),1. Juli
1015431,690,WG-Zimmer,11,2  Mitbewohner(innen),Vermietungsunternehmen,Braunlager Straße,(Nebenkosten exklusive),1. Juli
1330729,1950,Wohnung,36,1 Schlafzimmer,Vermietungsunternehmen,Prinzenallee,(Nebenkosten inklusive),1. Aug.
1177626,1750,Wohnung,56,1 Schlafzimmer,Vermietungsunternehmen,Krossener Straße,(Nebenkosten inklusive),1. Aug.
1016872,700,WG-Zimmer,11,3  Mitbewohner(innen),Vermietungsunternehmen,Charlottenstraße,(Nebenkosten inklusive),1. Aug.
1172335,2100,Wohnung,80,1 Schlafzimmer,Privater Vermieter,Torstraße,(Nebenkosten inklusive),1. Sept.
1498386,1250,Wohnung,36,1 Schlafzimmer,Vermietungsunternehmen,Spandauer Damm,(Nebenkosten inklusive),6. Nov.
1521550,1800,Wohnung,52,1 Schlafzimmer,Vermietungsunternehmen,Schönhauser Allee,(Nebenkosten inklusive),29. Mai
1189492,1040,Studio,22,Max. 1 Person,Studentenwohnungen,Reinickendorfer Straße,(Nebenkosten inklusive),29. Mai
987469,1800,Wohnung,64,1 Schlafzimmer,Vermietungsunternehmen,Bleibtreustraße,(Nebenkosten inklusive),29. Mai
511560,1800,Wohnung,105,2 Schlafzimmer,Vermietungsunternehmen,Tempelherrenstraße,(Nebenkosten inklusive),29. Mai
804970,560,WG-Zimmer,8,5  Mitbewohner(innen),Vermietungsunternehmen,Damerowstraße,(Nebenkosten inklusive),1. Juni
1455035,970,WG-Zimmer,15,3  Mitbewohner(innen),Vermietungsunternehmen,Boyenstraße,(Nebenkosten inklusive),4. Juni
1134403,1990,Wohnung,110,2 Schlafzimmer,Privater Vermieter,Florastraße,(Nebenkosten exklusive),1. Juli
1039619,725,WG-Zimmer,10,1 Mitbewohner(in),Vermietungsunternehmen,Immanuelkirchstraße,(Nebenkosten inklusive),10. Juli
964108,750,WG-Zimmer,17,7  Mitbewohner(innen),Vermietungsunternehmen,Hohenzollerndamm,(Nebenkosten inklusive),16. Aug.
1033065,1370,Studio,35,Max. 2 Personen,Vermietungsunternehmen,Landhausstraße,(Nebenkosten inklusive),7. Nov.
1511703,1350,Studio,40,Max. 3 Personen,Vermietungsunternehmen,Wilhelminenhofstraße,(Nebenkosten inklusive),29. Mai
1508265,3000,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Behrenstraße,(Nebenkosten inklusive),29. Mai
1447873,1400,Wohnung,42,1 Schlafzimmer,Vermietungsunternehmen,Kurfürstendamm,(Nebenkosten inklusive),29. Mai
1465914,620,WG-Zimmer,8,3  Mitbewohner(innen),Vermietungsunternehmen,Otto-Franke-Straße,(Nebenkosten inklusive),1. Sept.
1197059,1100,Studio,30,Max. 2 Personen,Vermietungsunternehmen,Gustav-Müller-Straße,(Nebenkosten inklusive),1. Sept.
748549,945,Studio,17,Max. 1 Person,Studentenwohnungen,Stralsunder Straße,(Nebenkosten inklusive),1. Sept.
1197056,1100,Studio,30,Max. 2 Personen,Vermietungsunternehmen,Gustav-Müller-Straße,(Nebenkosten inklusive),7. Okt.
1120654,1350,Studio,40,Max. 2 Personen,Vermietungsunternehmen,Mollstraße,(Nebenkosten inklusive),27. Nov.
1506320,2200,Wohnung,28,1 Schlafzimmer,Vermietungsunternehmen,Kurfürstendamm,(Nebenkosten inklusive),29. Mai
1480757,746,WG-Zimmer,11,3  Mitbewohner(innen),Vermietungsunternehmen,Klara-Franke-Straße,(Nebenkosten inklusive),29. Mai
1043981,1050,Studio,33,Max. 2 Personen,Privater Vermieter,Straße am Schildhorn,(Nebenkosten inklusive),29. Mai
1515142,1950,Wohnung,70,1 Schlafzimmer,Privater Vermieter,Stubbenkammerstraße,(Nebenkosten inklusive),31. Aug.
1399849,1200,Studio,25,Max. 1 Person,Vermietungsunternehmen,Tegeler Straße ,(Nebenkosten inklusive),8. Juli
1470974,1480,Wohnung,38,1 Schlafzimmer,Privater Vermieter,Mierendorffstraße,(Nebenkosten inklusive),29. Mai
1514953,375,Mehrbettzimmer,9,4  Mitbewohner(innen),Vermietungsunternehmen,Hackenbergstraße,(Nebenkosten inklusive),29. Mai
1522107,1450,Studio,36,Max. 1 Person,Vermietungsunternehmen,Lindenstraße,(Nebenkosten inklusive),16. Juni
1339681,2600,Wohnung,85,3 Schlafzimmer,Vermietungsunternehmen,Linienstraße,(Nebenkosten inklusive),29. Mai
1522246,1500,Wohnung,53,2 Schlafzimmer,Privater Vermieter,Orber Straße,(Nebenkosten inklusive),14. Juni
1522124,903,WG-Zimmer,12,5  Mitbewohner(innen),Vermietungsunternehmen,Rathenaustraße,(Nebenkosten inklusive),16. Aug.
915292,695,WG-Zimmer,14,2  Mitbewohner(innen),Co-living,Leibnizstraße,(Nebenkosten inklusive),1. Sept.
996403,895,WG-Zimmer,10,2  Mitbewohner(innen),Co-living,Leibnizstraße,(Nebenkosten inklusive),1. Juni
1281232,3095,Wohnung,95,2 Schlafzimmer,Vermietungsunternehmen,Michaelkirchstraße,(Nebenkosten exklusive),2. Aug.
1269785,2497,Wohnung,76,1 Schlafzimmer,Vermietungsunternehmen,Beusselstraße,(Nebenkosten exklusive),1. Okt.
1043048,1089,Studio,39,Max. 1 Person,Privater Vermieter,Seddinpromenade,(einige Nebenkosten inklusive),3. Juni
1426334,2132,Studio,19,Max. 1 Person,Vermietungsunternehmen,Albrecht-Achilles-Straße,(Nebenkosten inklusive),4. Juni
1271806,3033,Wohnung,81,2 Schlafzimmer,Vermietungsunternehmen,Stargarder Straße,(Nebenkosten exklusive),1. Okt.
1109003,2178,Wohnung,56,1 Schlafzimmer,Vermietungsunternehmen,Rognitzstraße,(Nebenkosten inklusive),29. Mai
1408032,775,WG-Zimmer,10,2  Mitbewohner(innen),Privater Vermieter,Dunckerstraße,(Nebenkosten exklusive),1. Juli
1361959,1100,WG-Zimmer,15,2  Mitbewohner(innen),Vermietungsunternehmen,Martin-Opitz-Straße,(Nebenkosten exklusive),1. Juli
1264225,799,WG-Zimmer,20,3  Mitbewohner(innen),Vermietungsunternehmen,Malchower Weg,(Nebenkosten inklusive),1. Juli
1454580,875,WG-Zimmer,15,3  Mitbewohner(innen),Vermietungsunternehmen,Klara-Franke-Straße,(Nebenkosten inklusive),19. Juli
996653,720,WG-Zimmer,12,10  Mitbewohner(innen),Vermietungsunternehmen,Kantstraße,(Nebenkosten inklusive),1. Aug.
977820,1180,Wohnung,33,1 Schlafzimmer,Vermietungsunternehmen,Heimstraße,(Nebenkosten inklusive),24. Nov.
1509620,2285,Wohnung,79,2 Schlafzimmer,Privater Vermieter,Weserstraße,(einige Nebenkosten inklusive),29. Mai
1491939,1600,Wohnung,36,1 Schlafzimmer,Vermietungsunternehmen,Rodenbergstraße,(Nebenkosten inklusive),29. Mai
999247,2200,Wohnung,70,2 Schlafzimmer,Vermietungsunternehmen,Stephanstraße,(Nebenkosten inklusive),15. Juli
1452401,799,WG-Zimmer,20,2  Mitbewohner(innen),Privater Vermieter,Hertzstraße,(Nebenkosten inklusive),1. Aug.
756825,1195,Studio,23,Max. 2 Personen,Vermietungsunternehmen,Rückertstraße,(Nebenkosten inklusive),1. Aug.
1513322,1600,Wohnung,60,2 Schlafzimmer,Privater Vermieter,Gasteiner Straße,(Nebenkosten inklusive),19. Sept.
1066864,750,WG-Zimmer,13,4  Mitbewohner(innen),Vermietungsunternehmen,Petersburger Straße,(Nebenkosten inklusive),1. Okt.
1452737,665,WG-Zimmer,13,3  Mitbewohner(innen),Vermietungsunternehmen,Adolfstraße,(Nebenkosten inklusive),29. Mai
1499138,1500,Wohnung,70,2 Schlafzimmer,Privater Vermieter,Kantstraße,(Nebenkosten inklusive),29. Mai
997676,1290,Wohnung,45,1 Schlafzimmer,Vermietungsunternehmen,Hobrechtstraße,(Nebenkosten inklusive),29. Mai
1472608,999,WG-Zimmer,15,2  Mitbewohner(innen),Privater Vermieter,Schönhauser Allee,(Nebenkosten inklusive),29. Mai
1472128,999,WG-Zimmer,15,3  Mitbewohner(innen),Privater Vermieter,Revaler Straße,(Nebenkosten inklusive),29. Mai
1466228,999,WG-Zimmer,20,2  Mitbewohner(innen),Privater Vermieter,Emser Straße,(Nebenkosten inklusive),29. Mai
1466152,999,WG-Zimmer,20,2  Mitbewohner(innen),Privater Vermieter,Emser Straße,(Nebenkosten inklusive),29. Mai
1465135,999,WG-Zimmer,30,2  Mitbewohner(innen),Privater Vermieter,Müggelstraße,(Nebenkosten inklusive),29. Mai
1465134,999,WG-Zimmer,30,2  Mitbewohner(innen),Privater Vermieter,Müggelstraße,(Nebenkosten inklusive),29. Mai
1464376,999,WG-Zimmer,15,3  Mitbewohner(innen),Privater Vermieter,Schivelbeiner Straße,(Nebenkosten inklusive),29. Mai
1464375,999,WG-Zimmer,20,3  Mitbewohner(innen),Privater Vermieter,Schivelbeiner Straße,(Nebenkosten inklusive),29. Mai
1360944,1038,WG-Zimmer,25,,Vermietungsunternehmen,Paul-Robeson-Straße,(Nebenkosten exklusive),29. Mai
1136739,1340,Studio,30,Max. 1 Person,Vermietungsunternehmen,Thaerstraße,(Nebenkosten inklusive),29. Mai
1362811,2090,Studio,29,Max. 1 Person,Vermietungsunternehmen,Pankstraße,(Nebenkosten inklusive),10. Juni
971975,750,WG-Zimmer,21,6  Mitbewohner(innen),Vermietungsunternehmen,Ritterlandweg,(Nebenkosten inklusive),1. Juli
1360946,1038,WG-Zimmer,23,,Vermietungsunternehmen,Paul-Robeson-Straße,(Nebenkosten exklusive),2. Juli
1223449,1680,Wohnung,54,1 Schlafzimmer,Vermietungsunternehmen,Immanuelkirchstraße,(Nebenkosten inklusive),12. Juli
1412788,2900,Wohnung,80,2 Schlafzimmer,Vermietungsunternehmen,Chausseestraße,(Nebenkosten inklusive),22. Juli
1481516,1168,Wohnung,29,1 Schlafzimmer,Vermietungsunternehmen,Crailsheimer Straße,(Nebenkosten inklusive),23. Juli
1470189,836,WG-Zimmer,12,2  Mitbewohner(innen),Vermietungsunternehmen,Müllerstraße,(Nebenkosten inklusive),4. Aug.
1135635,2900,Wohnung,85,2 Schlafzimmer,Vermietungsunternehmen,Borsigstraße,(Nebenkosten inklusive),8. Aug.
1344545,1038,WG-Zimmer,23,1 Mitbewohner(in),Vermietungsunternehmen,Paul-Robeson-Straße,(Nebenkosten exklusive),12. Aug.
1152670,1400,Wohnung,32,1 Schlafzimmer,Vermietungsunternehmen,Lübbener Straße,(Nebenkosten inklusive),1. Okt.
1398805,1300,Wohnung,35,1 Schlafzimmer,Privater Vermieter,Simon-Dach-Straße,(Nebenkosten inklusive),31. Okt.
1478496,2800,Haus,820,1 Schlafzimmer,Privater Vermieter,Schirmpilzstraße,(Nebenkosten inklusive),29. Mai
1519068,2390,Wohnung,110,2 Schlafzimmer,Vermietungsunternehmen,Lausitzer Platz,(Nebenkosten inklusive),1. Juni
1473074,750,WG-Zimmer,9,2  Mitbewohner(innen),Vermietungsunternehmen,Mehringplatz,(Nebenkosten inklusive),11. Aug.
1283298,1100,WG-Zimmer,24,,Vermietungsunternehmen,Bredowstraße,(Nebenkosten exklusive),29. Mai
1078666,3495,Wohnung,100,2 Schlafzimmer,Vermietungsunternehmen,Stresemannstraße,(Nebenkosten inklusive),29. Mai
1379960,1700,Wohnung,64,2 Schlafzimmer,Privater Vermieter,Edinburger Straße,(Nebenkosten inklusive),1. Aug.
1088686,1490,Wohnung,25,1 Schlafzimmer,Vermietungsunternehmen,Fuldastraße,(Nebenkosten inklusive),9. Sept.
1062876,1350,Wohnung,50,1 Schlafzimmer,Privater Vermieter,Lückstraße,(Nebenkosten inklusive),1. Okt.
1458970,950,WG-Zimmer,16,3  Mitbewohner(innen),Vermietungsunternehmen,Klara-Franke-Straße,(Nebenkosten inklusive),4. Okt.
1509980,1495,Wohnung,75,1 Schlafzimmer,Vermietungsunternehmen,Flughafenstraße,(Nebenkosten inklusive),29. Mai
1018156,1315,WG-Zimmer,24,5  Mitbewohner(innen),Vermietungsunternehmen,Bismarckstraße,(Nebenkosten inklusive),29. Mai
1397110,1245,Wohnung,31,1 Schlafzimmer,Privater Vermieter,Grünberger Straße,(Nebenkosten inklusive),1. Juni
744644,1590,Studio,31,Max. 2 Personen,Vermietungsunternehmen,Courbièrestraße,(Nebenkosten inklusive),1. Juli
1384830,1620,Wohnung,48,2 Schlafzimmer,Privater Vermieter,Sundgauer Straße,(Nebenkosten inklusive),1. Sept.
878265,620,WG-Zimmer,15,5  Mitbewohner(innen),Vermietungsunternehmen,Buschkrugallee,(Nebenkosten inklusive),16. Sept.
1500738,2200,Wohnung,52,1 Schlafzimmer,Privater Vermieter,Erich-Nehlhans-Straße,(Nebenkosten inklusive),29. Mai
1178035,2190,Wohnung,67,1 Schlafzimmer,Vermietungsunternehmen,Proskauer Straße,(Nebenkosten inklusive),29. Mai
1520378,995,WG-Zimmer,11,3  Mitbewohner(innen),Vermietungsunternehmen,Klara-Franke-Straße,(Nebenkosten inklusive),4. Juli
1043680,2200,Wohnung,65,2 Schlafzimmer,Vermietungsunternehmen,Buchholzer Straße,(Nebenkosten inklusive),1. Aug.
1517921,1400,Studio,35,Max. 2 Personen,Privater Vermieter,Roennebergstraße,(Nebenkosten inklusive),3. Juli
1485447,1018,WG-Zimmer,17,6  Mitbewohner(innen),Vermietungsunternehmen,Delbrückstraße,(Nebenkosten inklusive),4. Sept.
1103185,1490,Studio,45,Max. 2 Personen,Vermietungsunternehmen,Platz vor dem Neuen Tor,(Nebenkosten inklusive),1. Okt.
1124779,2250,Wohnung,97,1 Schlafzimmer,Privater Vermieter,Harzer Straße,(einige Nebenkosten inklusive),31. Okt.
1444471,1850,Wohnung,57,1 Schlafzimmer,Privater Vermieter,Ebertystraße,(Nebenkosten inklusive),18. Nov.
1336603,1800,Wohnung,51,1 Schlafzimmer,Privater Vermieter,Fehrbelliner Straße,(Nebenkosten inklusive),29. Mai
1427690,2190,Wohnung,50,1 Schlafzimmer,Privater Vermieter,Leipziger Straße,(Nebenkosten inklusive),1. Juni
1057560,680,WG-Zimmer,9,4  Mitbewohner(innen),Vermietungsunternehmen,Hermannstraße,(Nebenkosten inklusive),1. Juli
1124336,1590,Wohnung,60,1 Schlafzimmer,Vermietungsunternehmen,Kreuzbergstraße,(Nebenkosten inklusive),1. Sept.
1101269,700,WG-Zimmer,13,4  Mitbewohner(innen),Vermietungsunternehmen,Weimarische Straße,(Nebenkosten inklusive),1. Sept.
1068561,1650,Wohnung,41,1 Schlafzimmer,Privater Vermieter,Am Köllnischen Park,(Nebenkosten inklusive),1. Sept.
503502,1590,Wohnung,45,1 Schlafzimmer,Vermietungsunternehmen,Stargarder Straße,(Nebenkosten inklusive),1. Sept.
1175033,670,WG-Zimmer,40,1 Mitbewohner(in),Studentenwohnungen,Schnellerstraße,(Nebenkosten inklusive),1. Okt.
1138706,1550,Wohnung,43,1 Schlafzimmer,Vermietungsunternehmen,Weisestraße,(Nebenkosten inklusive),1. Okt.
1459731,900,WG-Zimmer,15,1 Mitbewohner(in),Privater Vermieter,Dunckerstraße,(Nebenkosten exklusive),29. Mai
1445773,745,WG-Zimmer,16,1 Mitbewohner(in),Vermietungsunternehmen,Körnerstraße,(Nebenkosten inklusive),19. Juli
1436625,2300,Wohnung,70,1 Schlafzimmer,Privater Vermieter,Ruppiner Straße,(Nebenkosten inklusive),19. Aug.
1493286,1099,Studio,30,Max. 2 Personen,Privater Vermieter,Tollerstraße,(Nebenkosten inklusive),1. Nov.
1508123,1990,Wohnung,102,3 Schlafzimmer,Vermietungsunternehmen,Friedrichshagener Straße,(Nebenkosten inklusive),29. Mai
1506305,3190,Studio,35,Max. 2 Personen,Vermietungsunternehmen,Kurfürstendamm,(Nebenkosten inklusive),29. Mai
1500756,1440,Studio,34,Max. 2 Personen,Vermietungsunternehmen,Thaerstraße,(Nebenkosten inklusive),29. Mai
1482955,1790,Wohnung,89,1 Schlafzimmer,Privater Vermieter,Baseler Straße,(Nebenkosten inklusive),29. Mai
1238531,3700,Wohnung,130,2 Schlafzimmer,Vermietungsunternehmen,Krausnickstraße,(Nebenkosten inklusive),29. Mai
1047051,3700,Wohnung,130,2 Schlafzimmer,Vermietungsunternehmen,Krausnickstraße,(Nebenkosten inklusive),29. Mai
1521818,780,WG-Zimmer,15,4  Mitbewohner(innen),Privater Vermieter,Otto-Suhr-Allee,(Nebenkosten inklusive),1. Juni
1022727,1100,WG-Zimmer,18,2  Mitbewohner(innen),Vermietungsunternehmen,Leuschnerdamm,(Nebenkosten inklusive),1. Juli
975198,1450,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Thaerstraße,(Nebenkosten inklusive),8. Juli
1473652,895,WG-Zimmer,16,3  Mitbewohner(innen),Vermietungsunternehmen,Klara-Franke-Straße,(Nebenkosten inklusive),19. Juli
1468996,1400,Wohnung,71,1 Schlafzimmer,Privater Vermieter,Winterthurstraße,(einige Nebenkosten inklusive),1. Aug.
490866,1450,Wohnung,42,1 Schlafzimmer,Privater Vermieter,Zähringerstraße,(Nebenkosten inklusive),1. Aug.
1475582,2800,Wohnung,77,2 Schlafzimmer,Vermietungsunternehmen,Klopstockstraße,(Nebenkosten inklusive),3. Aug.
1518685,690,WG-Zimmer,12,4  Mitbewohner(innen),Vermietungsunternehmen,Alt-Moabit,(Nebenkosten inklusive),4. Aug.
1034586,1650,Studio,30,Max. 2 Personen,Vermietungsunternehmen,Schillerstraße,(Nebenkosten inklusive),6. Sept.
1259264,1663,Wohnung,51,1 Schlafzimmer,Vermietungsunternehmen,Eylauer Straße,(Nebenkosten exklusive),18. Sept.
1481493,1291,Wohnung,32,1 Schlafzimmer,Vermietungsunternehmen,Crailsheimer Straße,(Nebenkosten inklusive),1. Okt.
1494491,650,WG-Zimmer,28,2  Mitbewohner(innen),Vermietungsunternehmen,Trusetaler Straße,(Nebenkosten inklusive),1. Nov.
1521248,700,WG-Zimmer,25,3  Mitbewohner(innen),Privater Vermieter,Schirpitzer Weg,(Nebenkosten inklusive),29. Mai
1472126,799,WG-Zimmer,15,3  Mitbewohner(innen),Privater Vermieter,Revaler Straße,(Nebenkosten inklusive),29. Mai
1465947,999,WG-Zimmer,25,2  Mitbewohner(innen),Privater Vermieter,Emser Straße,(Nebenkosten inklusive),29. Mai
1465936,999,WG-Zimmer,15,2  Mitbewohner(innen),Privater Vermieter,Emser Straße,(Nebenkosten inklusive),29. Mai
1237153,2673,Wohnung,55,1 Schlafzimmer,Vermietungsunternehmen,Pufendorfstraße,(Nebenkosten exklusive),1. Aug.
1489806,735,WG-Zimmer,10,4  Mitbewohner(innen),Vermietungsunternehmen,Alt-Moabit,(Nebenkosten inklusive),3. Aug.
1333069,1900,Wohnung,39,1 Schlafzimmer,Vermietungsunternehmen,Prinzenallee,(Nebenkosten inklusive),4. Sept.
1028061,1530,Studio,43,Max. 2 Personen,Vermietungsunternehmen,Kaubstraße,(Nebenkosten inklusive),2. Okt.
1301598,750,WG-Zimmer,20,1 Mitbewohner(in),Privater Vermieter,Sonnenallee,(Nebenkosten inklusive),1. Nov.
1140333,1690,Wohnung,55,1 Schlafzimmer,Vermietungsunternehmen,Bornholmer Straße,(Nebenkosten inklusive),14. Nov.
1275646,1690,Wohnung,37,1 Schlafzimmer,Vermietungsunternehmen,Ebertystraße,(Nebenkosten inklusive),20. Nov.
1385624,1700,Studio,40,Max. 2 Personen,Vermietungsunternehmen,Schlüterstraße,(Nebenkosten inklusive),24. Juli
