ID,Price,Housing Type,Size,Note,Provider Type,Address,Rent Price Info,Listing Date
1413515,1490,Studio,30,Max. 2 Personen,Privater Vermieter,Eisenacher Straße,(Nebenkosten inklusive),1. Nov.
1106963,1500,Wohnung,60,1 Schlafzimmer,Privater Vermieter,Ystader Straße,(Nebenkosten inklusive),2. Nov.
1512295,450,Mehrbettzimmer,14,4  Mitbewohner(innen),Vermietungsunternehmen,Breite Straße,(Nebenkosten inklusive),29. Mai
1455080,760,WG-Zimmer,20,2  Mitbewohner(innen),Privater Vermieter,Kaiser-Friedrich-Straße,(Nebenkosten inklusive),29. Mai
1259834,1190,Studio,27,Max. 2 Personen,Vermietungsunternehmen,Drontheimer Straße,(Nebenkosten inklusive),1. Juli
1001386,2500,Wohnung,60,2 Schlafzimmer,Vermietungsunternehmen,Pflugstraße,(Nebenkosten inklusive),15. Juli
1007701,2500,Wohnung,55,2 Schlafzimmer,Vermietungsunternehmen,Gartenstraße,(Nebenkosten inklusive),18. Juli
1034172,2500,Wohnung,80,1 Schlafzimmer,Vermietungsunternehmen,Torstraße,(Nebenkosten inklusive),31. Aug.
1517957,2390,Wohnung,50,1 Schlafzimmer,Privater Vermieter,Gabriele-Tergit-Promenade,(einige Nebenkosten inklusive),29. Mai
1214619,700,WG-Zimmer,19,1 Mitbewohner(in),Privater Vermieter,Falkenberger Straße,(Nebenkosten inklusive),1. Aug.
1179613,1250,Wohnung,42,1 Schlafzimmer,Privater Vermieter,Neues Ufer,(Nebenkosten inklusive),1. Okt.
1122293,1390,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Sächsische Straße,(Nebenkosten inklusive),3. Okt.
1034673,1790,Studio,35,Max. 2 Personen,Vermietungsunternehmen,Akazienstraße,(Nebenkosten inklusive),7. Okt.
1452582,2190,Wohnung,44,1 Schlafzimmer,Vermietungsunternehmen,Libauer Straße,(Nebenkosten inklusive),29. Mai
1452468,2190,Wohnung,44,1 Schlafzimmer,Vermietungsunternehmen,Libauer Straße,(Nebenkosten inklusive),29. Mai
713254,3960,Wohnung,63,2 Schlafzimmer,Privater Vermieter,Chausseestraße,(Nebenkosten exklusive),29. Mai
1385366,1500,Wohnung,80,1 Schlafzimmer,Privater Vermieter,Mariendorfer Damm,(Nebenkosten inklusive),1. Sept.
1143924,2495,Wohnung,49,1 Schlafzimmer,Vermietungsunternehmen,Am Köllnischen Park,(Nebenkosten exklusive),6. Okt.
1039789,1440,Studio,36,Max. 2 Personen,Vermietungsunternehmen,Jagowstraße,(Nebenkosten inklusive),7. Nov.
1498568,1440,Studio,33,Max. 2 Personen,Vermietungsunternehmen,Hallerstraße,(Nebenkosten inklusive),14. Nov.
1498673,790,WG-Zimmer,14,3  Mitbewohner(innen),Vermietungsunternehmen,Ratiborstraße,(Nebenkosten inklusive),29. Mai
1363980,3350,Wohnung,89,2 Schlafzimmer,Privater Vermieter,Gabriele-Tergit-Promenade,(einige Nebenkosten inklusive),29. Mai
1342797,3350,Wohnung,89,2 Schlafzimmer,Privater Vermieter,Gabriele-Tergit-Promenade,(einige Nebenkosten inklusive),29. Mai
1447105,1250,Wohnung,41,1 Schlafzimmer,Privater Vermieter,General-Woyna-Straße,(Nebenkosten inklusive),1. Juli
518618,1480,Studio,46,Max. 2 Personen,Vermietungsunternehmen,Katzbachstraße,(Nebenkosten inklusive),19. Nov.
1475572,3600,Wohnung,148,2 Schlafzimmer,Vermietungsunternehmen,Scharnhorststraße,(Nebenkosten inklusive),29. Mai
1268806,2400,Studio,23,Max. 2 Personen,Vermietungsunternehmen,Revaler Straße,(Nebenkosten inklusive),29. Mai
1244443,2000,Wohnung,79,2 Schlafzimmer,Privater Vermieter,Bamberger Straße,(einige Nebenkosten inklusive),15. Juni
1453602,1799,Wohnung,58,1 Schlafzimmer,Privater Vermieter,Hertzstraße,(Nebenkosten inklusive),1. Sept.
1104414,1490,Wohnung,36,1 Schlafzimmer,Vermietungsunternehmen,Biebricher Straße,(Nebenkosten inklusive),19. Sept.
1392533,1490,Wohnung,43,1 Schlafzimmer,Vermietungsunternehmen,Mittenwalder Straße,(Nebenkosten inklusive),3. Okt.
1506560,1002,WG-Zimmer,27,,Vermietungsunternehmen,Weinbergsweg,(Nebenkosten exklusive),6. Okt.
1282721,1490,Wohnung,35.5,1 Schlafzimmer,Vermietungsunternehmen,Guineastraße,(Nebenkosten inklusive),11. Sept.
997745,1290,Wohnung,35,1 Schlafzimmer,Vermietungsunternehmen,Akazienstraße,(Nebenkosten inklusive),13. Sept.
1504806,770,WG-Zimmer,16,2  Mitbewohner(innen),Vermietungsunternehmen,Müllerstraße,(Nebenkosten inklusive),29. Mai
1513913,1900,Wohnung,62,1 Schlafzimmer,Vermietungsunternehmen,Holländerstraße,(Nebenkosten inklusive),29. Mai
1129300,2100,Studio,30,Max. 2 Personen,Vermietungsunternehmen,Englische Straße,(Nebenkosten inklusive),16. Juli
1468815,1540,Wohnung,49,1 Schlafzimmer,Vermietungsunternehmen,Mittenwalder Straße,(Nebenkosten inklusive),3. Okt.
1495290,650,WG-Zimmer,27,4  Mitbewohner(innen),Studentenwohnungen,Konstanzer Straße,(Nebenkosten exklusive),29. Mai
1424710,650,WG-Zimmer,14.02,2  Mitbewohner(innen),Vermietungsunternehmen,Kaiser-Friedrich-Straße,(Nebenkosten exklusive),29. Mai
1354953,450,WG-Zimmer,7.4,2  Mitbewohner(innen),Vermietungsunternehmen,Kaiser-Friedrich-Straße,(Nebenkosten exklusive),1. Okt.
1433575,1580,Wohnung,43,1 Schlafzimmer,Vermietungsunternehmen,Weichselstraße,(Nebenkosten inklusive),24. Okt.
1339516,1600,Wohnung,73,2 Schlafzimmer,Vermietungsunternehmen,Karlsruher Straße,(Nebenkosten inklusive),7. Juni
1247074,699,Studio,22,Max. 1 Person,Privater Vermieter,Seddinpromenade,(einige Nebenkosten inklusive),1. Juli
1256818,1960,Wohnung,69,1 Schlafzimmer,Vermietungsunternehmen,Beusselstraße,(Nebenkosten exklusive),28. Aug.
901305,2800,Wohnung,70,1 Schlafzimmer,Vermietungsunternehmen,Gartenstraße,(Nebenkosten inklusive),31. Aug.
1425043,1590,Studio,40,Max. 2 Personen,Privater Vermieter,Müllenhoffstraße,(Nebenkosten inklusive),1. Sept.
1125590,1599,Wohnung,43,1 Schlafzimmer,Privater Vermieter,Urbanstraße,(Nebenkosten inklusive),31. Okt.
1135691,1599,Wohnung,50,1 Schlafzimmer,Privater Vermieter,Lichtenrader Straße,(Nebenkosten inklusive),1. Okt.
1118106,2200,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Erich-Weinert-Straße,(Nebenkosten inklusive),1. Okt.
1115799,800,WG-Zimmer,11,10  Mitbewohner(innen),Vermietungsunternehmen,Pariser Straße,(Nebenkosten inklusive),1. Okt.
1122194,1980,Wohnung,54,2 Schlafzimmer,Vermietungsunternehmen,Kurfürstenstraße,(Nebenkosten inklusive),5. Nov.
1248058,2400,Wohnung,93,1 Schlafzimmer,Privater Vermieter,Rheinsberger Straße,(Nebenkosten inklusive),29. Mai
736813,650,WG-Zimmer,12,3  Mitbewohner(innen),Studentenwohnungen,Lüderitzstraße,(Nebenkosten inklusive),1. Juni
1481170,2000,Wohnung,65,1 Schlafzimmer,Privater Vermieter,Pfalzburger Straße,(Nebenkosten inklusive),1. Juli
1156030,2400,Wohnung,64,3 Schlafzimmer,Vermietungsunternehmen,Angerburger Allee,(Nebenkosten inklusive),1. Sept.
1460988,999,WG-Zimmer,15,2  Mitbewohner(innen),Privater Vermieter,Sonntagstraße,(Nebenkosten inklusive),29. Mai
1458502,999,WG-Zimmer,20,2  Mitbewohner(innen),Privater Vermieter,Gutzkowstraße,(Nebenkosten inklusive),29. Mai
1182420,1150,WG-Zimmer,16,3  Mitbewohner(innen),Vermietungsunternehmen,Uferstraße,(Nebenkosten exklusive),29. Mai
1462957,999,WG-Zimmer,20,3  Mitbewohner(innen),Privater Vermieter,Revaler Straße,(Nebenkosten inklusive),1. Aug.
1472135,999,WG-Zimmer,15,3  Mitbewohner(innen),Privater Vermieter,Revaler Straße,(Nebenkosten inklusive),1. Sept.
1472069,999,WG-Zimmer,20,3  Mitbewohner(innen),Privater Vermieter,Warschauer Straße,(Nebenkosten inklusive),1. Sept.
1473743,999,WG-Zimmer,15,2  Mitbewohner(innen),Privater Vermieter,Sonntagstraße,(Nebenkosten inklusive),14. Sept.
1288321,3200,Wohnung,110,3 Schlafzimmer,Vermietungsunternehmen,Manetstraße,(Nebenkosten inklusive),14. Juni
860795,1480,Studio,36,Max. 2 Personen,Privater Vermieter,Graefestraße,(Nebenkosten inklusive),29. Mai
1283393,2890,Wohnung,96,2 Schlafzimmer,Vermietungsunternehmen,Frankfurter Allee,(Nebenkosten inklusive),8. Juli
789128,1550,Wohnung,47,1 Schlafzimmer,Privater Vermieter,Otto-Suhr-Allee,(einige Nebenkosten inklusive),1. Aug.
751716,2500,Wohnung,57,2 Schlafzimmer,Vermietungsunternehmen,Boxhagener Straße,(Nebenkosten inklusive),31. Aug.
495990,990,Studio,36,Max. 2 Personen,Vermietungsunternehmen,Reinickendorfer Straße,(Nebenkosten inklusive),1. Sept.
1302302,2500,Wohnung,80,1 Schlafzimmer,Vermietungsunternehmen,Schwedter Straße,(Nebenkosten inklusive),30. Sept.
1424511,999,WG-Zimmer,39,2  Mitbewohner(innen),Vermietungsunternehmen,Lindauer Allee,(Nebenkosten inklusive),1. Okt.
1348935,1700,Wohnung,70,2 Schlafzimmer,Vermietungsunternehmen,Burggrafenstraße,(Nebenkosten inklusive),1. Nov.
1063264,1580,Wohnung,41,1 Schlafzimmer,Vermietungsunternehmen,Fehmarner Straße,(Nebenkosten inklusive),30. Aug.
1127417,1590,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Schützenstraße,(Nebenkosten inklusive),1. Okt.
1067085,1580,Wohnung,47,1 Schlafzimmer,Vermietungsunternehmen,Fehmarner Straße,(Nebenkosten inklusive),18. Okt.
1074874,1580,Wohnung,45,1 Schlafzimmer,Vermietungsunternehmen,Beusselstraße,(Nebenkosten inklusive),28. Nov.
1512119,1995,Wohnung,93,3 Schlafzimmer,Privater Vermieter,Barfusstraße,(einige Nebenkosten inklusive),29. Mai
1508257,3950,Wohnung,45,1 Schlafzimmer,Vermietungsunternehmen,Behrenstraße,(Nebenkosten inklusive),29. Mai
1477057,690,WG-Zimmer,21.5,7  Mitbewohner(innen),Studentenwohnungen,Konstanzer Straße,(Nebenkosten exklusive),29. Mai
1342646,2350,Wohnung,65,1 Schlafzimmer,Privater Vermieter,Gabriele-Tergit-Promenade,(einige Nebenkosten inklusive),29. Mai
1336601,2600,Wohnung,95,2 Schlafzimmer,Privater Vermieter,Kaiser-Friedrich-Straße,(Nebenkosten inklusive),21. Juli
1505023,1150,WG-Zimmer,34,3  Mitbewohner(innen),Vermietungsunternehmen,Lietzenburger Straße,(Nebenkosten inklusive),1. Sept.
1032418,1390,Wohnung,45,1 Schlafzimmer,Vermietungsunternehmen,Schwedter Straße,(Nebenkosten inklusive),2. Sept.
1459015,1390,Studio,33,Max. 2 Personen,Privater Vermieter,Rigaer Straße,(Nebenkosten inklusive),14. Sept.
1482074,1500,Wohnung,45,1 Schlafzimmer,Vermietungsunternehmen,Leinestraße,(Nebenkosten inklusive),1. Okt.
1197064,1200,Studio,30,Max. 2 Personen,Vermietungsunternehmen,Gustav-Müller-Straße,(Nebenkosten inklusive),11. Okt.
1003164,3995,Wohnung,150,3 Schlafzimmer,Co-living,Stresemannstraße,(Nebenkosten inklusive),29. Mai
1003161,3995,Wohnung,150,3 Schlafzimmer,Vermietungsunternehmen,Stresemannstraße,(Nebenkosten inklusive),29. Mai
1129301,2790,Studio,30,Max. 2 Personen,Vermietungsunternehmen,Englische Straße,(Nebenkosten inklusive),16. Juli
1480228,1550,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Hansastraße,(Nebenkosten inklusive),1. Sept.
1475015,800,WG-Zimmer,14,5  Mitbewohner(innen),Vermietungsunternehmen,Buchholzer Straße,(Nebenkosten inklusive),1. Sept.
1428924,1024,WG-Zimmer,15,7  Mitbewohner(innen),Vermietungsunternehmen,Eldenaer Straße,(Nebenkosten inklusive),4. Sept.
1215975,1450,Studio,40,Max. 2 Personen,Vermietungsunternehmen,Borussiastraße,(Nebenkosten inklusive),1. Okt.
870676,375,Mehrbettzimmer,13,4  Mitbewohner(innen),Studentenwohnungen,Stubenrauchstraße,(Nebenkosten inklusive),29. Mai
1378536,1400,Wohnung,34,1 Schlafzimmer,Privater Vermieter,Heinrich-Seidel-Straße,(Nebenkosten inklusive),11. Juli
1033317,1795,Wohnung,61,1 Schlafzimmer,Privater Vermieter,Pasewalker Straße,(Nebenkosten inklusive),15. Juli
1195034,1899,Wohnung,63,1 Schlafzimmer,Privater Vermieter,Lindenstraße,(Nebenkosten inklusive),1. Juli
1087920,1890,Wohnung,63,2 Schlafzimmer,Vermietungsunternehmen,Pistoriusstraße,(Nebenkosten inklusive),14. Nov.
1287523,1950,Wohnung,52,1 Schlafzimmer,Privater Vermieter,Schillerstraße,(Nebenkosten inklusive),29. Mai
847021,1790,Wohnung,76,2 Schlafzimmer,Vermietungsunternehmen,Friedrich-Junge-Straße,(einige Nebenkosten inklusive),29. Mai
1170976,2554,Wohnung,54,1 Schlafzimmer,Vermietungsunternehmen,Voltairestraße,(Nebenkosten exklusive),2. Okt.
1499751,2995,Wohnung,90,7 Schlafzimmer,Vermietungsunternehmen,Prendener Straße,(Nebenkosten inklusive),29. Mai
1138787,2300,Wohnung,95,2 Schlafzimmer,Privater Vermieter,Memhardstraße,(Nebenkosten inklusive),29. Mai
1521969,2700,Wohnung,51,1 Schlafzimmer,Privater Vermieter,Fechnerstraße,(Nebenkosten inklusive),15. Juni
1278872,1800,Wohnung,59,1 Schlafzimmer,Privater Vermieter,Borsigstraße,(Nebenkosten inklusive),29. Mai
1266971,2660,Wohnung,55,1 Schlafzimmer,Privater Vermieter,Berliner Straße,(Nebenkosten inklusive),29. Mai
1148730,1700,Wohnung,65,1 Schlafzimmer,Vermietungsunternehmen,Kamminer Straße,(Nebenkosten inklusive),1. Juli
1129301,2790,Studio,30,Max. 2 Personen,Vermietungsunternehmen,Englische Straße,(Nebenkosten inklusive),16. Juli
1480228,1550,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Hansastraße,(Nebenkosten inklusive),1. Sept.
1475015,800,WG-Zimmer,14,5  Mitbewohner(innen),Vermietungsunternehmen,Buchholzer Straße,(Nebenkosten inklusive),1. Sept.
1428924,1024,WG-Zimmer,15,7  Mitbewohner(innen),Vermietungsunternehmen,Eldenaer Straße,(Nebenkosten inklusive),4. Sept.
1215975,1450,Studio,40,Max. 2 Personen,Vermietungsunternehmen,Borussiastraße,(Nebenkosten inklusive),1. Okt.
1476266,999,WG-Zimmer,15,3  Mitbewohner(innen),Privater Vermieter,Warschauer Straße,(Nebenkosten inklusive),29. Mai
1465140,999,WG-Zimmer,30,2  Mitbewohner(innen),Privater Vermieter,Müggelstraße,(Nebenkosten inklusive),29. Mai
1465111,999,WG-Zimmer,15,3  Mitbewohner(innen),Privater Vermieter,Warschauer Straße,(Nebenkosten inklusive),29. Mai
1464480,999,WG-Zimmer,30,2  Mitbewohner(innen),Privater Vermieter,Konstanzer Straße,(Nebenkosten inklusive),29. Mai
1465113,999,WG-Zimmer,20,3  Mitbewohner(innen),Privater Vermieter,Warschauer Straße,(Nebenkosten inklusive),1. Juni
1347706,1790,Wohnung,74,2 Schlafzimmer,Privater Vermieter,Olivaer Platz,(Nebenkosten inklusive),30. Juni
1028789,1270,Studio,55,Max. 2 Personen,Vermietungsunternehmen,Kochhannstraße,(Nebenkosten inklusive),5. Aug.
1479792,920,WG-Zimmer,16,3  Mitbewohner(innen),Vermietungsunternehmen,Klara-Franke-Straße,(Nebenkosten inklusive),4. Sept.
1357333,800,WG-Zimmer,19.18,1 Mitbewohner(in),Vermietungsunternehmen,Kaiser-Friedrich-Straße,(Nebenkosten exklusive),29. Mai
1243905,1700,Wohnung,38,1 Schlafzimmer,Privater Vermieter,Rungiusstraße,(Nebenkosten inklusive),29. Mai
1514334,750,WG-Zimmer,10,4  Mitbewohner(innen),Vermietungsunternehmen,Wadzeckstraße,(Nebenkosten inklusive),1. Juli
1467558,1700,Wohnung,55,1 Schlafzimmer,Privater Vermieter,Thaerstraße,(Nebenkosten inklusive),1. Juli
1285599,840,WG-Zimmer,15,4  Mitbewohner(innen),Privater Vermieter,Otto-Suhr-Allee,(Nebenkosten inklusive),1. Juli
1365656,899,WG-Zimmer,24,3  Mitbewohner(innen),Privater Vermieter,Wielandstraße,(Nebenkosten inklusive),2. Aug.
1241437,2317,Wohnung,60,1 Schlafzimmer,Vermietungsunternehmen,Goebenstraße,(Nebenkosten exklusive),31. Aug.
1466278,1490,Wohnung,42,1 Schlafzimmer,Privater Vermieter,Rodenbergstraße,(Nebenkosten inklusive),1. Sept.
1055397,700,WG-Zimmer,20,2  Mitbewohner(innen),Privater Vermieter,Blankenfelder Straße,(Nebenkosten inklusive),1. Aug.
1063774,1295,Studio,30,Max. 2 Personen,Studentenwohnungen,Stralsunder Straße,(Nebenkosten inklusive),1. Okt.
1344765,1790,Wohnung,25,1 Schlafzimmer,Vermietungsunternehmen,Mariannenplatz,(Nebenkosten inklusive),1. Juli
901299,1790,Wohnung,25,1 Schlafzimmer,Vermietungsunternehmen,Mariannenplatz,(Nebenkosten inklusive),2. Juli
1397102,1245,Wohnung,32,1 Schlafzimmer,Privater Vermieter,Danziger Straße,(Nebenkosten inklusive),1. Sept.
1507326,2590,Wohnung,115,3 Schlafzimmer,Privater Vermieter,Paul-Robeson-Straße,(Nebenkosten inklusive),29. Mai
1504027,2200,Wohnung,60,2 Schlafzimmer,Privater Vermieter,Wielandstraße,(Nebenkosten inklusive),29. Mai
1483256,2123,Wohnung,58,1 Schlafzimmer,Vermietungsunternehmen,Rognitzstraße,(Nebenkosten inklusive),29. Mai
1482396,876,WG-Zimmer,16,7  Mitbewohner(innen),Vermietungsunternehmen,Müllerstraße,(Nebenkosten inklusive),19. Juli
1171025,3800,Wohnung,90,3 Schlafzimmer,Vermietungsunternehmen,Winsstraße,(Nebenkosten inklusive),25. Aug.
1505033,1500,Wohnung,65,1 Schlafzimmer,Privater Vermieter,Gundelfinger Straße,(Nebenkosten inklusive),1. Sept.
1354962,700,WG-Zimmer,14.75,2  Mitbewohner(innen),Vermietungsunternehmen,Kaiser-Friedrich-Straße,(Nebenkosten exklusive),1. Sept.
1050980,1790,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Krausenstraße,(Nebenkosten inklusive),1. Okt.
1513093,1850,Wohnung,70,1 Schlafzimmer,Vermietungsunternehmen,Kopenhagener Straße,(Nebenkosten inklusive),29. Mai
1192033,1780,WG-Zimmer,52,2  Mitbewohner(innen),Vermietungsunternehmen,Kärntener Straße,(Nebenkosten inklusive),2. Aug.
1499194,1680,Wohnung,65,2 Schlafzimmer,Vermietungsunternehmen,Spandauer Damm,(Nebenkosten inklusive),16. Sept.
1508562,1400,Studio,60,Max. 2 Personen,Privater Vermieter,Allerstraße,(Nebenkosten inklusive),1. Okt.
1476379,999,WG-Zimmer,30,3  Mitbewohner(innen),Privater Vermieter,Mühlenstraße,(Nebenkosten inklusive),29. Mai
1476378,999,WG-Zimmer,30,3  Mitbewohner(innen),Privater Vermieter,Mühlenstraße,(Nebenkosten inklusive),29. Mai
1476377,999,WG-Zimmer,30,3  Mitbewohner(innen),Privater Vermieter,Mühlenstraße,(Nebenkosten inklusive),29. Mai
1463070,999,WG-Zimmer,30,3  Mitbewohner(innen),Privater Vermieter,Dusekestraße,(Nebenkosten inklusive),29. Mai
1350491,1899,Wohnung,35,1 Schlafzimmer,Vermietungsunternehmen,Reichenberger Straße,(Nebenkosten inklusive),17. Juni
1491896,2590,Wohnung,122,3 Schlafzimmer,Privater Vermieter,Beuthstraße,(Nebenkosten inklusive),1. Juli
1492557,1700,Wohnung,73,2 Schlafzimmer,Vermietungsunternehmen,Zimmerstraße,(Nebenkosten inklusive),1. Okt.
949566,2880,Wohnung,85,2 Schlafzimmer,Vermietungsunternehmen,Gabriele-Tergit-Promenade,(Nebenkosten inklusive),10. Okt.
1279448,1599,Wohnung,43,1 Schlafzimmer,Privater Vermieter,Urbanstraße,(Nebenkosten inklusive),31. Okt.
1484760,2400,Wohnung,92,2 Schlafzimmer,Privater Vermieter,Bötzowstraße,(Nebenkosten inklusive),29. Mai
1270957,3190,Wohnung,110,2 Schlafzimmer,Privater Vermieter,Frankfurter Tor,(Nebenkosten inklusive),29. Mai
1511880,800,Mehrbettzimmer,28,3  Mitbewohner(innen),Privater Vermieter,Ewaldstraße,(Nebenkosten inklusive),1. Juni
1044242,2050,Wohnung,72,2 Schlafzimmer,Vermietungsunternehmen,Landsberger Allee,(Nebenkosten inklusive),1. Sept.
1518216,1995,Wohnung,40,2 Schlafzimmer,Vermietungsunternehmen,Willi-Sänger-Straße,(Nebenkosten inklusive),29. Mai
1513511,850,WG-Zimmer,18,1 Mitbewohner(in),Vermietungsunternehmen,Otto-Suhr-Allee,(Nebenkosten inklusive),29. Mai
1405820,795,WG-Zimmer,11,8  Mitbewohner(innen),Privater Vermieter,Sulzbergweg,(Nebenkosten inklusive),31. Aug.
1160199,2150,Studio,22,Max. 2 Personen,Co-living,Mühlenstraße,(Nebenkosten inklusive),1. Sept.
807702,1340,Studio,38,Max. 2 Personen,Vermietungsunternehmen,Rheinsberger Straße,(Nebenkosten inklusive),28. Nov.
1514734,2480,Wohnung,78,2 Schlafzimmer,Vermietungsunternehmen,Wrangelstraße,(Nebenkosten inklusive),29. Mai
1496557,2500,Wohnung,93,1 Schlafzimmer,Privater Vermieter,Angerstraße,(Nebenkosten inklusive),29. Mai
1468251,3900,Wohnung,100,3 Schlafzimmer,Privater Vermieter,Paul-Lincke-Ufer,(Nebenkosten inklusive),29. Mai
1204095,2178,Wohnung,56,1 Schlafzimmer,Vermietungsunternehmen,Rognitzstraße,(Nebenkosten inklusive),29. Mai
1439748,2500,Wohnung,70,2 Schlafzimmer,Privater Vermieter,Farmersteg,(Nebenkosten inklusive),31. Mai
1470946,695,WG-Zimmer,21,3  Mitbewohner(innen),Vermietungsunternehmen,Körnerstraße,(Nebenkosten inklusive),19. Juli
1184864,1500,Wohnung,40,1 Schlafzimmer,Privater Vermieter,Kaiserdamm,(Nebenkosten inklusive),1. Aug.
1476853,2150,Studio,38,Max. 2 Personen,Vermietungsunternehmen,Greifswalder Straße,(Nebenkosten inklusive),25. Aug.
1347738,1500,Wohnung,34,1 Schlafzimmer,Privater Vermieter,Donaustraße,(Nebenkosten inklusive),8. Okt.
1102380,2150,Studio,38,Max. 2 Personen,Vermietungsunternehmen,Greifswalder Straße,(Nebenkosten inklusive),16. Okt.
1428549,900,WG-Zimmer,9,4  Mitbewohner(innen),Privater Vermieter,Uhlandstraße,(Nebenkosten inklusive),29. Mai
1473197,2500,Wohnung,76,1 Schlafzimmer,Privater Vermieter,Tile-Wardenberg-Straße,(Nebenkosten inklusive),1. Sept.
1431391,1220,Studio,36,Max. 2 Personen,Privater Vermieter,Sterndamm,(Nebenkosten inklusive),1. Okt.
1465311,1300,WG-Zimmer,20,2  Mitbewohner(innen),Privater Vermieter,Simplonstraße,(Nebenkosten inklusive),29. Mai
1379930,3430,Wohnung,98,2 Schlafzimmer,Privater Vermieter,Johann-Sigismund-Straße,(Nebenkosten inklusive),29. Mai
1102374,2240,Wohnung,60,1 Schlafzimmer,Vermietungsunternehmen,Greifswalder Straße,(Nebenkosten inklusive),8. Juli
1261563,2400,Wohnung,73,3 Schlafzimmer,Privater Vermieter,Gottschalkstraße,(Nebenkosten inklusive),1. Sept.
744645,1650,Wohnung,41,1 Schlafzimmer,Vermietungsunternehmen,Dirschauer Straße,(Nebenkosten inklusive),1. Nov.
1475765,2200,Wohnung,177,1 Schlafzimmer,Privater Vermieter,Carmerstraße,(Nebenkosten inklusive),29. Mai
1090703,2650,Wohnung,71,1 Schlafzimmer,Vermietungsunternehmen,Hasenheide,(Nebenkosten exklusive),29. Mai
1428526,950,WG-Zimmer,20,4  Mitbewohner(innen),Privater Vermieter,Uhlandstraße,(Nebenkosten inklusive),1. Juni
864138,3500,Wohnung,118,2 Schlafzimmer,Vermietungsunternehmen,Mommsenstraße,(Nebenkosten inklusive),1. Okt.
906741,1890,Wohnung,77,2 Schlafzimmer,Vermietungsunternehmen,Alarichstraße,(Nebenkosten inklusive),10. Okt.
1470948,2500,Wohnung,65,2 Schlafzimmer,Privater Vermieter,Feuerbachstraße,(Nebenkosten inklusive),29. Mai
1452594,2750,Wohnung,75,1 Schlafzimmer,Vermietungsunternehmen,Libauer Straße,(Nebenkosten inklusive),29. Mai
1257946,780,WG-Zimmer,23,2  Mitbewohner(innen),Studentenwohnungen,Manteuffelstraße,(Nebenkosten exklusive),29. Mai
1520539,2500,Wohnung,85,2 Schlafzimmer,Privater Vermieter,Blissestraße,(Nebenkosten inklusive),1. Sept.
1378229,1499,Wohnung,31,1 Schlafzimmer,Privater Vermieter,Am Dorfanger,(Nebenkosten inklusive),1. Sept.
1214907,3237,Wohnung,77,2 Schlafzimmer,Vermietungsunternehmen,Markgrafendamm,(Nebenkosten exklusive),1. Nov.
1383092,2400,Wohnung,60,1 Schlafzimmer,Privater Vermieter,Talstraße,(Nebenkosten inklusive),1. Okt.
1475313,1440,Wohnung,40,1 Schlafzimmer,Privater Vermieter,Puchanstraße,(Nebenkosten inklusive),31. Okt.
1426346,1500,Studio,43,Max. 2 Personen,Vermietungsunternehmen,Rognitzstraße,(Nebenkosten inklusive),31. Okt.
1359061,3300,Wohnung,90,2 Schlafzimmer,Vermietungsunternehmen,Helene-Jacobs-Straße,(Nebenkosten inklusive),29. Mai
1359075,3300,Wohnung,90,2 Schlafzimmer,Vermietungsunternehmen,Helene-Jacobs-Straße,(Nebenkosten inklusive),14. Juni
1267208,1950,Wohnung,52,1 Schlafzimmer,Privater Vermieter,Dessauer Straße,(Nebenkosten inklusive),1. Aug.
1041421,1290,Studio,47,Max. 2 Personen,Privater Vermieter,Walterhöferstraße,(Nebenkosten inklusive),1. Juni
1494502,750,WG-Zimmer,22,3  Mitbewohner(innen),Privater Vermieter,Köpenicker Straße,(Nebenkosten inklusive),29. Mai
831446,1800,Wohnung,60,1 Schlafzimmer,Privater Vermieter,Weichselstraße,(Nebenkosten inklusive),1. Juli
1276564,1800,Studio,43,Max. 2 Personen,Privater Vermieter,Winsstraße,(Nebenkosten inklusive),12. Aug.
1075959,2000,Wohnung,75,2 Schlafzimmer,Privater Vermieter,Ravenéstraße,(Nebenkosten inklusive),1. Okt.
1171465,1579,Wohnung,70,1 Schlafzimmer,Privater Vermieter,Otto-Suhr-Allee,(einige Nebenkosten inklusive),29. Mai
1485716,1650,Wohnung,60,2 Schlafzimmer,Vermietungsunternehmen,Zingster Straße,(einige Nebenkosten inklusive),29. Mai
1320209,3800,Wohnung,140,3 Schlafzimmer,Privater Vermieter,Prenzlauer Allee,(Nebenkosten inklusive),29. Mai
1073205,3439,Studio,32,Max. 2 Personen,Vermietungsunternehmen,Hermannstraße,(Nebenkosten inklusive),29. Mai
1237699,600,WG-Zimmer,8,2  Mitbewohner(innen),Vermietungsunternehmen,Frobenstraße,(Nebenkosten inklusive),1. Sept.
1283560,3500,Wohnung,101,3 Schlafzimmer,Vermietungsunternehmen,Lehrter Straße,(Nebenkosten inklusive),5. Aug.
1284223,2170,Wohnung,65,1 Schlafzimmer,Privater Vermieter,Gleimstraße,(einige Nebenkosten inklusive),1. Juli
