id,price,size,housing_type,address,housing_type_1,provider_type,rent_price_info,listing_day,listing_month,listing_year,listing_date
1400860,5000,145,Wohnung,Lietzenburger Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,6,2024,2024-06-01
1453907,4621,207,Wohnung,Hohenzollerndamm,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1359067,4630,115,Wohnung,Leonore-Goldschmidt-Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),24,7,2024,2024-07-24
1397367,2990,140,Wohnung,Soldiner Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1457172,1300,14,WG-Zimmer,Wilmersdorfer Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1073207,5249,51,Wohnung,Hermannstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1358967,5200,90,Wohnung,Helene-Jacobs-Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),26,6,2024,2024-06-26
1469640,1900,55,Wohnung,Lange Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),6,9,2024,2024-09-06
1258910,5995,53,Wohnung,Choriner Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),2,6,2024,2024-06-02
1401424,3950,120,Wohnung,Fischzug,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,7,2024,2024-07-01
1350808,1599,40,Studio,Bismarckstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1347036,3500,172,Wohnung,Diestelmeyerstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1147243,5800,102,Wohnung,Soldiner Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),15,7,2024,2024-07-15
1378994,1500,30,WG-Zimmer,Koenigin-Elisabeth-Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1258918,8700,104,Wohnung,Choriner Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),12,6,2024,2024-06-12
952894,8550,65,Wohnung,Winterfeldtstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1258922,9600,132,Wohnung,Choriner Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,6,2024,2024-06-01
1258921,9600,118,Wohnung,Choriner Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),6,6,2024,2024-06-06
1504801,8100,120,Wohnung,Winterstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1379938,8225,235,Wohnung,Westfaelische Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
899723,995,25,Wohnung,Osnabruecker Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1516432,1500,39,Studio,Sophienstrasse,Studio,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1514751,700,8,WG-Zimmer,Turiner Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1521630,1150,32,Wohnung,Kreuznacher Strasse,Wohnung,Vermietungsunternehmen,(einige Nebenkosten inklusive),3,7,2024,2024-07-03
1259328,1300,20,Studio,Motzstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),14,7,2024,2024-07-14
1032484,720,9,WG-Zimmer,Brueckenstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),16,8,2024,2024-08-16
1522106,692,8,WG-Zimmer,Ostendstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,7,2024,2024-07-01
1007270,710,11,WG-Zimmer,Greifswalder Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),16,7,2024,2024-07-16
1285010,719,10,WG-Zimmer,Kaiser-Friedrich-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),16,7,2024,2024-07-16
1073370,851,25,Studio,Deulstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
552722,1350,26,Wohnung,Koepenicker Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,7,2024,2024-07-01
1258208,710,14,WG-Zimmer,Heerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,6,2024,2024-06-01
1482727,1167,20,Wohnung,Hauptstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),19,7,2024,2024-07-19
793326,690,9,WG-Zimmer,Schulstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,8,2024,2024-08-01
492017,1380,36,Wohnung,Knaackstrasse,Wohnung,Vermietungsunternehmen,(einige Nebenkosten inklusive),18,6,2024,2024-06-18
1359929,1290,36,Wohnung,Richard-Wagner-Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,7,2024,2024-07-01
987487,1600,52,Wohnung,Heidenfeldstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,7,2024,2024-07-01
1000652,1695,44,Wohnung,Kurfuerstenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,8,2024,2024-08-01
1510788,1390,33,Wohnung,Emser Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),15,6,2024,2024-06-15
1522911,655,9,WG-Zimmer,Nordkapstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1491882,1490,53,Wohnung,Teichstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1197058,1100,30,Studio,Gustav-Mueller-Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),30,8,2024,2024-08-30
1441540,1700,50,Wohnung,Brunnenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,11,2024,2024-11-01
1504100,920,14,WG-Zimmer,Klara-Franke-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),4,6,2024,2024-06-04
1452446,825,11,WG-Zimmer,Muellerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),4,8,2024,2024-08-04
1497912,945,10,WG-Zimmer,Klara-Franke-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),4,6,2024,2024-06-04
1298512,582,8,WG-Zimmer,Heinrich-Roller-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),3,6,2024,2024-06-03
1362807,1690,15,Studio,Pankstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),1,8,2024,2024-08-01
986582,1190,44,Studio,Strassmannstraße,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),4,7,2024,2024-07-04
1512315,1275,20,Wohnung,Ingrid-Reschke-Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),19,7,2024,2024-07-19
1487273,747,13,WG-Zimmer,Wielandstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),19,8,2024,2024-08-19
1403331,1200,34,Wohnung,Albrechtstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,10,2024,2024-10-01
998434,680,18,WG-Zimmer,Treseburger Ufer,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,6,2024,2024-06-01
1001284,1700,45,Wohnung,Wisbyer Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1330325,1950,40,Wohnung,Prinzenallee,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,7,2024,2024-07-01
1447873,1400,42,Wohnung,Kurfuerstendamm,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1432927,1400,40,Wohnung,Puecklerstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1197059,1100,30,Studio,Gustav-Mueller-Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1197056,1100,30,Studio,Gustav-Mueller-Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),7,10,2024,2024-10-07
1506320,2200,28,Wohnung,Kurfuerstendamm,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1464641,785,9,WG-Zimmer,Muellerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),4,8,2024,2024-08-04
1227353,2750,65,Wohnung,Hufelandstrasse,Wohnung,Vermietungsunternehmen,(einige Nebenkosten inklusive),31,8,2024,2024-08-31
1513132,1580,62,Wohnung,Hektorstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1447664,2400,65,Wohnung,Lychener Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1084664,1590,40,Studio,Bayernallee,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),2,8,2024,2024-08-02
1306134,2352,66,Wohnung,Goebenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),29,6,2024,2024-06-29
1259907,3018,85,Wohnung,Stralauer Allee,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),15,6,2024,2024-06-15
1206946,2500,94,Wohnung,Fritz-Reuter-Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1123700,1550,42,Wohnung,Nansenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
492419,1550,42,Wohnung,Greifenhagener Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1357587,2294,22,Studio,Franklinstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),5,6,2024,2024-06-05
1428499,1900,54,Wohnung,Witzlebenstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,7,2024,2024-07-01
1448214,943,11,WG-Zimmer,Muellerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),19,7,2024,2024-07-19
1519156,1000,23,Studio,Urbanstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1134187,1000,23,Studio,Urbanstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),8,10,2024,2024-10-08
1223371,1350,27,Wohnung,Koepenicker Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),9,10,2024,2024-10-09
1068335,2750,100,Wohnung,Frankfurter Allee,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),2,7,2024,2024-07-02
1357587,2294,22,Studio,Franklinstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),5,6,2024,2024-06-05
1428499,1900,54,Wohnung,Witzlebenstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,7,2024,2024-07-01
1448214,943,11,WG-Zimmer,Muellerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),19,7,2024,2024-07-19
1519156,1000,23,Studio,Urbanstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1134187,1000,23,Studio,Urbanstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),8,10,2024,2024-10-08
1223371,1350,27,Wohnung,Koepenicker Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),9,10,2024,2024-10-09
1479798,1240,32,Studio,Residenzstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),14,11,2024,2024-11-14
1219174,375,21,Mehrbettzimmer,Wilsnacker Strasse,Mehrbettzimmer,Studentenwohnungen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1509372,705,14,WG-Zimmer,Simmelstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1148973,2150,80,Wohnung,Bluecherstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),5,8,2024,2024-08-05
1495509,700,15,WG-Zimmer,Trusetaler Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
463949,1680,52,Wohnung,Birkenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1497108,1310,45,Wohnung,Dietzgenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),11,11,2024,2024-11-11
1452448,795,17,WG-Zimmer,Klara-Franke-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),8,7,2024,2024-07-08
1192152,900,15,WG-Zimmer,Pariser Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1495290,650,27,WG-Zimmer,Konstanzer Strasse,WG-Zimmer,Studentenwohnungen,(Nebenkosten exklusive),31,5,2024,2024-05-31
1455667,2300,63,Wohnung,Greifenhagener Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,7,2024,2024-07-01
1429045,870,14,WG-Zimmer,Klara-Franke-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),4,9,2024,2024-09-04
1112085,720,15,WG-Zimmer,Grunewaldstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1433575,1580,43,Wohnung,Weichselstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),24,10,2024,2024-10-24
1306134,2352,66,Wohnung,Goebenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),29,6,2024,2024-06-29
1462957,999,20,WG-Zimmer,Revaler Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,8,2024,2024-08-01
1472135,999,15,WG-Zimmer,Revaler Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1472069,999,20,WG-Zimmer,Warschauer Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1259907,3018,85,Wohnung,Stralauer Allee,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),15,6,2024,2024-06-15
1458502,999,20,WG-Zimmer,Gutzkowstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1462957,999,20,WG-Zimmer,Revaler Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,8,2024,2024-08-01
1472135,999,15,WG-Zimmer,Revaler Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1477057,690,22,WG-Zimmer,Konstanzer Strasse,WG-Zimmer,Studentenwohnungen,(Nebenkosten exklusive),31,5,2024,2024-05-31
1342646,2350,65,Wohnung,Gabriele-Tergit-Promenade,Wohnung,Privater Vermieter,(einige Nebenkosten inklusive),31,5,2024,2024-05-31
1516941,1500,20,WG-Zimmer,Torstrasse,WG-Zimmer,Privater Vermieter,(einige Nebenkosten inklusive),1,6,2024,2024-06-01
1485113,1790,52,Wohnung,Buchholzer Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),17,6,2024,2024-06-17
1103073,1500,42,Wohnung,Hertzbergstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1030772,1790,50,Wohnung,Petersburger Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),5,9,2024,2024-09-05
1477057,690,22,WG-Zimmer,Konstanzer Strasse,WG-Zimmer,Studentenwohnungen,(Nebenkosten exklusive),31,5,2024,2024-05-31
1342646,2350,65,Wohnung,Gabriele-Tergit-Promenade,Wohnung,Privater Vermieter,(einige Nebenkosten inklusive),31,5,2024,2024-05-31
1516941,1500,20,WG-Zimmer,Torstrasse,WG-Zimmer,Privater Vermieter,(einige Nebenkosten inklusive),1,6,2024,2024-06-01
1485113,1790,52,Wohnung,Buchholzer Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),17,6,2024,2024-06-17
1103073,1500,42,Wohnung,Hertzbergstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1030772,1790,50,Wohnung,Petersburger Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),5,9,2024,2024-09-05
1459015,1390,33,Studio,Rigaer Strasse,Studio,Privater Vermieter,(Nebenkosten inklusive),14,9,2024,2024-09-14
1003161,3995,150,Wohnung,Stresemannstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
847021,1790,76,Wohnung,Friedrich-Junge-Strasse,Wohnung,Vermietungsunternehmen,(einige Nebenkosten inklusive),31,5,2024,2024-05-31
1375336,1190,24,WG-Zimmer,Skalitzer Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
745778,3180,76,Wohnung,Grimmstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1125589,2799,100,Wohnung,Gruenberger Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,8,2024,2024-08-01
1342014,1999,58,Wohnung,Stralauer Allee,Wohnung,Privater Vermieter,(Nebenkosten inklusive),15,8,2024,2024-08-15
1375336,1190,24,WG-Zimmer,Skalitzer Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
745778,3180,76,Wohnung,Grimmstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1125589,2799,100,Wohnung,Gruenberger Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,8,2024,2024-08-01
1342014,1999,58,Wohnung,Stralauer Allee,Wohnung,Privater Vermieter,(Nebenkosten inklusive),15,8,2024,2024-08-15
1503551,2000,67,Wohnung,Knaackstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),14,9,2024,2024-09-14
843970,1720,60,Wohnung,Koertestrasse,Wohnung,Privater Vermieter,(einige Nebenkosten inklusive),1,10,2024,2024-10-01
1426338,2974,19,Studio,Albrecht-Achilles-Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),11,7,2024,2024-07-11
1482396,876,16,WG-Zimmer,Muellerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),19,7,2024,2024-07-19
1426338,2974,19,Studio,Albrecht-Achilles-Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),11,7,2024,2024-07-11
1482396,876,16,WG-Zimmer,Muellerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),19,7,2024,2024-07-19
1476379,999,30,WG-Zimmer,Muehlenstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1118106,2200,40,Wohnung,Erich-Weinert-Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1343637,2480,78,Wohnung,Rykestrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),27,10,2024,2024-10-27
1431391,1220,36,Studio,Sterndamm,Studio,Privater Vermieter,(Nebenkosten inklusive),1,10,2024,2024-10-01
1284710,2250,122,Wohnung,Ohmstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
901317,1820,40,Wohnung,Novalisstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),11,10,2024,2024-10-11
1504810,3000,70,Wohnung,Winterstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1145789,1800,65,Wohnung,Ostender Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1365191,1600,56,Wohnung,Einbecker Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,7,2024,2024-07-01
1203937,2490,48,Wohnung,Buchholzer Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1321060,2495,60,Wohnung,Kniprodestrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1282862,2600,93,Wohnung,Dunckerstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),18,7,2024,2024-07-18
1479992,1490,44,Wohnung,Chaukenstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1236066,5500,60,Wohnung,Stresemannstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1053406,5550,30,Studio,Englische Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),16,7,2024,2024-07-16
1522129,709,8,WG-Zimmer,Ostendstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),16,7,2024,2024-07-16
1445433,920,14,WG-Zimmer,Klara-Franke-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),4,7,2024,2024-07-04
1256818,1960,69,Wohnung,Beusselstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),28,8,2024,2024-08-28
1514412,893,10,WG-Zimmer,Muellerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),4,8,2024,2024-08-04
1357587,2294,22,Studio,Franklinstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),5,6,2024,2024-06-05
1357587,2294,22,Studio,Franklinstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),5,6,2024,2024-06-05
1522910,1010,21,WG-Zimmer,Treuchtlinger Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),4,8,2024,2024-08-04
1256818,1960,69,Wohnung,Beusselstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),28,8,2024,2024-08-28
1090419,900,14,WG-Zimmer,Pariser Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1282386,1980,77,Wohnung,Kaiserin-Augusta-Allee,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),17,10,2024,2024-10-17
1476378,999,30,WG-Zimmer,Muehlenstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1276564,1800,43,Studio,Winsstrasse,Studio,Privater Vermieter,(Nebenkosten inklusive),12,8,2024,2024-08-12
780249,1400,45,Wohnung,Mittenwalder Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1256818,1960,69,Wohnung,Beusselstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),28,8,2024,2024-08-28
1256818,1960,69,Wohnung,Beusselstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),28,8,2024,2024-08-28
1148476,2200,65,Wohnung,Grazer Platz,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
